싱글맘맘이야,여우자매,대학원 탈출일지,오사와 오폐수들,저승파견고용직,우리 카페 사장님이 이상하다,"괜찮아, 고3이야",우리집 강아지는 복슬강아지,지극히 평범한 생활,아빠는 N살,낮잠 자는 사람들,깜빡깜빡,루텔,구나의 그랬구나,아스테리스크,아오링도쿄,잔액이 부족합니다,운명...인가요?,발버둥치다,국제결혼개그만화,실험학교,오늘을 담다.,방구석수필,좀비 패밀리,(Old)악마법소녀,서툴고 어리숙해도 좋아하는,정령왕즈,쿤도덥브라더스,생각보다 잘 자랐습니다,몬스터 커맨더F,생존일지,시크릿가족,무엇이든 그려드립니닷!,카나와 초나의 독일,그래도 하루는,죽음과 동화,감각의 어빌러티,천상대전,AI폰 아리랑,채채쓰의 웃픈일기,방에 콕! 진댕,무존재감
"('신난', 1)","('입니', 3)","('좋더라', 1)","('같어', 1)","('계신지를', 1)",,"('좋아하는거', 2)","('재밌게', 1)",,,"('미다', 1)","('힘들었는데', 2)","('건강하시고', 2)","('고맙죠', 2)","('자연스러운', 1)","('찡하네요', 1)","('볼록하게', 1)","('상관없습니다', 1)","('이쁘더라구요', 3)","('예쁜', 1)","('진하야', 2)","('있으시다니', 2)","('수많은', 2)","('그러는거야', 1)","('아니죠', 3)","('다르면', 1)","('달랐네요', 2)","('아쉽습니다', 1)","('있었었죠', 2)","('단단하게', 1)","('험난할', 1)","('빈약한', 2)","('좋을까요', 2)","('확실히', 2)","('부끄러워하던', 2)","('같지도', 2)","('성공합니다', 1)","('있다는', 1)",,"('싫은', 1)",,
"('무거운', 1)","('이쁘긴', 3)","('이쁠', 1)","('다른거', 1)","('가능한거죠', 1)",,"('같아선', 2)","('맛있어', 1)",,,"('재밌는데', 1)","('얌전히', 2)","('없나요', 2)","('무책임하게', 2)","('피곤한', 1)","('안좋네요', 1)","('뻣뻣하게', 1)","('적응해서', 1)","('있더라구요', 3)","('아닐거', 1)","('싫테단', 2)","('귀엽고', 2)","('있기에', 2)","('완벽하다', 1)","('힘든', 3)","('좋을듯', 1)","('다르고', 2)","('아닙니까', 1)","('없었지만', 2)","('궁금한데', 1)","('다를거', 1)","('야할꺼', 2)","('행복해하는거', 2)","('쓸데없는', 2)","('그럼나는', 2)","('아름답게', 2)","('귀하군요', 1)","('중요하지만', 1)",,"('당하는거야', 1)",,
"('신나게', 1)","('이쁨', 3)","('미쳤어요', 1)","('같은데요', 1)","('있으니', 1)",,"('귀여워요', 2)","('아니아니', 1)",,,"('이쁘신', 1)","('슬프고', 2)","('슬픈', 2)","('불편한지아나', 2)","('하찮은', 1)","('아플까', 1)","('다정한', 1)","('있겠죠', 1)","('가까운', 3)","('부럽', 1)","('진하랑', 2)","('좋겠다', 2)","('힘든', 2)","('행복해라', 1)","('있었으면', 3)","('아니를', 1)","('아파', 2)","('없지만', 1)","('그래요', 2)","('아니이거', 1)","('기대하겠습니다', 1)","('어느덧', 2)","('미안함과', 2)","('없다는', 2)","('그러지못하겠더라고요', 2)","('온화해', 2)","('귀해요', 1)","('회복하시고', 1)",,"('싫어하는', 1)",,
"('행복한', 1)","('귀한', 3)","('있죠', 1)","('고귀하다', 1)","('멋진', 1)",,"('있겠지만', 2)","('귀엽고', 1)",,,"('귀여운', 1)","('심오하고', 2)","('궁금하고요', 2)","('답답하겠다', 2)","('아름다웠는데', 1)","('행복하고', 1)","('귀엽게', 1)","('자연스럽네요', 1)","('똑같네요', 3)","('있긴', 1)","('너무해', 2)","('있다고', 2)","('멋지게', 2)","('설렌다', 1)","('이뻐요', 3)","('참신한', 1)","('부족하지만', 2)","('안되게', 1)","('답답하고', 2)","('안됨', 1)","('괜찮아졌는데', 1)","('반가워', 2)","('힘들어서요', 2)","('안된다', 2)","('완전히', 2)","('이뻐', 2)","('무식한', 1)","('기발해요', 1)",,"('어떤', 1)",,
"('멋지게', 1)","('소소한', 3)","('무섭고', 1)","('이상한', 1)","('짠하당', 1)",,"('배고파요', 2)","('재미있는데', 1)",,,"('다르게', 1)","('신나는', 2)","('진지합니다', 2)","('힘들게', 2)","('사랑스러워요', 1)","('따뜻했어요', 1)","('계시군요', 1)","('없으니', 1)","('있겠지만', 3)","('이상한데', 1)","('중요함', 2)","('맛있겠네요', 2)","('뭉클함', 2)","('가볍고', 1)","('섬세한', 3)","('익숙한', 1)","('엄청나게', 2)","('아니라고', 1)","('좋겠는데', 2)","('희준이랑', 1)","('깔끔해지신', 1)","('불안하고', 2)","('좋아한다고', 2)","('그런다니', 2)","('어떡해요', 2)","('이쁘다', 2)","('안쓰러우니까', 1)","('다렀는데', 1)",,"('있었네요', 1)",,
"('다르듯', 1)","('안되지', 3)","('좋을듯', 1)","('있으셔요', 1)","('좋다야', 1)",,"('안녕히', 2)","('같히', 1)",,,"('아니요', 1)","('그러냐', 2)","('같어', 2)","('전화하고', 2)","('흐뭇하게', 1)","('다를것', 1)","('실패했는데', 1)","('아닌가', 1)","('기쁠', 3)","('더라구요', 1)","('많은게', 2)","('든든하겠어용', 2)","('같은게', 2)","('있대', 1)","('좋게', 3)","('귀여워서', 1)","('필요없다니', 2)","('힘들게', 1)","('좋겠다', 2)","('느리다고', 1)","('같은데요', 1)","('아무런', 2)","('당했습니다', 2)","('짜증나네', 2)","('특수한', 2)","('좋겠지만', 2)","('시러', 1)","('얌전히', 1)",,"('그렇구나', 1)",,
"('많은지', 1)","('자리는', 3)","('이쁠이야', 1)","('미묘하게', 1)","('귀찮다고', 1)",,"('많으셨', 2)","('몽글몽글해', 1)",,,"('행복해져', 1)","('재밌게', 2)","('행복합니다', 2)","('속상해요', 2)","('같은게', 1)","('피곤한', 1)","('자리는', 1)","('특별한', 1)","('그렇구나', 3)","('어렵다니', 1)","('아니니까', 2)","('맛있을거', 2)","('착한', 2)","('싫으시면', 1)","('있겠지만', 3)","('가지런히', 1)","('자유롭길', 2)","('아니므로', 1)","('자잘한', 2)","('그럴리', 1)","('반갑습니다', 1)","('아닙니까', 2)","('그러면서', 2)","('찌질한', 2)","('다르진', 2)","('좋겠네요', 1)","('아까', 1)","('즐겁게', 1)",,"('싫어질수도', 1)",,
"('불행할', 1)","('좋냐', 3)","('망했는데', 1)","('미칠거', 1)","('없나', 1)",,"('어떠', 2)","('많네', 1)",,,"('궁금하지', 1)","('반가워요', 2)","('슬프고', 2)","('빡치네', 2)","('궁금하네요', 1)","('기뻐요', 1)","('재밌러', 1)","('있을꺼에요', 1)","('있네', 3)","('좋아오', 1)","('꼬이기', 2)","('포근하게', 2)","('찡해지네요', 2)","('없네요', 1)","('빨간', 3)","('아닌가여', 1)","('아니야', 2)","('아프네요', 1)","('괜찮아요', 2)","('다르게', 1)","('있았다구', 1)","('있지만', 2)","('아니면서', 2)","('이쁨을', 2)","('두려운지', 2)","('싫어함', 1)","('부렷다', 1)","('다양하니', 1)",,"('좋을수도', 1)",,
"('편한', 1)","('탄탄하고', 3)","('어려웠음', 1)","('이렇게만', 1)","('그렇지만도', 1)",,"('같거든요', 2)","('좋겠어요', 1)",,,"('설레신', 1)","('안녕하세요', 2)","('아니죠', 2)","('빠라니이이', 2)","('예쁠것', 1)","('담백하게', 1)","('재밌게', 1)","('확실히', 1)","('좋으니', 3)","('없으면', 1)","('같음', 2)","('이쁘시고', 2)","('멋있으십니다', 2)","('있잖아요', 1)","('수많은', 3)","('예쁘네요', 1)","('귀엽군요', 2)","('좋아하고', 1)","('건강하신게', 2)","('어려운', 1)","('아니아니', 1)","('그렇지', 2)","('따뜻했던', 2)","('안되네요', 2)","('불안한지', 2)","('완전히', 1)","('반가워요', 1)","('고만하시면', 1)",,"('있구나', 1)",,
"('나약하지', 1)","('있어야', 3)","('계시는', 1)","('찬란한거', 1)","('많았으면', 1)",,"('아쉽다', 2)","('귀여워라', 1)",,,"('설레요', 1)","('좋다', 2)","('심오한지', 2)","('싫어', 2)","('똑같네', 1)","('아름다워요', 1)","('없네', 1)","('궁금합니당', 1)","('좋지', 3)","('헷갈리면', 1)","('희나가', 2)","('선명하고', 2)","('대단해요', 2)","('부끄러워하는', 1)","('훌륭한', 3)","('미쳤다', 1)","('즐거운', 2)","('이쁜거', 1)","('중요하죠', 2)","('꼬이고', 1)","('고마워요', 1)","('같은거', 2)","('스러울지', 2)","('있어도', 2)","('그런것', 2)","('깔끔하고', 1)","('있었다구여', 1)","('게을러빠졌대', 1)",,"('소중한', 1)",,
"('강인할', 1)","('어떠', 3)","('재밌지', 1)","('같음', 1)","('계신다', 1)",,"('좋아하신다', 2)","('엄청난', 1)",,,"('성공하면', 1)","('아니잖아요', 2)","('슬펐어', 2)","('계시니', 2)","('이상한게', 1)","('기쁩니다', 1)","('넘치는', 1)","('재밌다', 1)","('괜찮으신', 3)","('나빴네', 1)","('예쁘고', 2)","('맛깔나게', 2)","('멋있으세요', 2)","('귀엽구', 1)","('느린', 3)","('많으셨습니다', 1)","('이쁘다', 2)","('무서울수', 1)","('불안하네요', 2)","('좋을것', 1)","('많은', 1)","('있다고', 2)","('귀찮을지', 2)","('그렇죠', 2)","('솔직하게', 2)","('가능하다면', 1)",,"('그만하시는', 1)",,"('있으니까', 1)",,
"('숨막히죠', 1)","('많고', 3)","('유쾌해여', 1)","('재미있', 1)","('아니든', 1)",,"('그런지', 2)","('있었는데', 1)",,,"('비싼', 1)","('기대하겠습니다', 2)","('거지같은', 2)","('꾸준히', 2)","('이상해', 1)","('신기한', 1)","('힘든거', 1)","('흐뭇', 1)","('반가운', 3)","('흥미로워요', 1)","('너무해요', 2)","('재밌거든요', 2)","('담백하네', 2)","('아련한', 1)","('힘들었는데', 3)",,"('솔직히', 2)","('무서운', 1)","('좋지만', 2)","('궁금하신', 1)","('깔끔해졌네요', 1)","('궁금한게', 2)","('고마워서', 2)","('그지같은', 2)","('아팠을까요', 2)","('있으', 1)",,"('많은데', 1)",,"('착하시', 1)",,
"('어려운', 1)","('궁금함', 3)","('없습니다', 1)","('기대하고', 1)","('좋아할것', 1)",,"('담해도', 2)","('만족하고', 1)",,,"('속상해', 1)","('짧은', 2)","('이런거', 2)","('있는건', 2)","('있었죠', 1)","('엉뚱한', 1)","('많고', 1)","('여전히', 1)","('아닌것', 3)","('야해서', 1)","('귀여워요', 2)","('있오요', 2)","('고맙다', 2)","('딱인데', 1)","('있도록', 3)",,"('이상한', 2)","('아닌가요', 1)","('상쾌한', 2)","('재미있을것', 1)","('있길래', 1)","('그런거', 2)","('없어라고', 2)","('아니야', 2)","('비슷해서', 2)","('궁금합니다', 1)",,"('마릅니다', 1)",,"('착하셔요', 1)",,
"('싫어', 1)","('안된다', 3)","('괜찮으니깐', 1)","('미안한데', 1)","('같습니까', 1)",,"('즐겁습니다', 2)","('행복하', 1)",,,"('안쓰럽고', 1)","('있다구', 2)","('용하다', 2)","('기쁜', 2)","('있었어', 1)","('힘들었던', 1)","('유명하고', 1)","('있다고', 1)","('반갑네요', 3)","('비슷한', 1)","('안되겠다', 2)","('귀여워', 2)","('아까운', 2)","('미치게', 1)","('궁금하네요', 3)",,"('행복해요', 2)","('사랑스러운', 1)","('어색하다던가', 2)","('많지만', 1)","('열렬한', 1)","('건전한', 2)","('그러네', 2)","('없으신', 2)","('두렵답니다', 2)","('아닙니까', 1)",,"('인해', 1)",,"('심하고', 1)",,
"('싫어요', 1)","('아니네', 3)","('있으니깐', 1)","('안되겠습니까', 1)","('영원히', 1)",,"('아파서', 2)","('활발한아이', 1)",,,"('설레이는데', 1)","('미다', 2)","('부었으니', 2)","('기쁘네요', 2)","('있지', 1)","('아름답게', 1)","('많은데도', 1)","('힘드니', 1)","('있었습니다', 3)","('있으셨다고', 1)","('가능하다고', 2)","('좋아해서', 2)","('싫더군요', 2)","('시라고요', 1)","('아무렇지', 3)",,"('귀여웠어요', 2)","('아닌거', 1)","('더러운', 2)","('짜증나네', 1)","('있었길래', 1)","('있음', 2)","('더우나', 2)","('어려워', 2)","('갑작스럽게', 2)","('애틋한지', 1)",,"('싸늘한', 1)",,"('싫어하게', 1)",,
"('원해서', 1)","('잘생겼어', 3)","('빵터졌', 1)","('멋있는', 1)","('착하잖아', 1)",,"('좋겠고', 2)","('그러다', 1)",,,"('없어서', 1)","('어떡해', 2)","('있음', 2)","('부탁드려요', 2)","('좋아했는', 1)","('좋더라구요', 1)","('같음', 1)","('힘들다', 1)","('행복하셨음', 3)","('냉랭했는데', 1)","('재밌는', 2)","('어렵다는데', 2)","('무겁겠지만', 2)","('대단해요', 1)","('좋을', 3)",,"('괜찮아', 2)","('아니니까', 1)","('조용', 2)","('기대할께', 1)","('탄탄해진', 1)","('같음', 2)","('피곤한데', 2)","('부끄럽거든요', 2)","('아픈것도', 2)","('좋겠다', 1)",,"('영원히', 1)",,"('싫긴하지만', 1)",,
"('아닌데', 1)","('있죠', 3)","('재미있는', 1)","('아니야는', 1)","('엄청나잖아요', 1)",,"('소소하지만', 2)","('기쁜건', 1)",,,"('계실듯', 1)","('건강하세요', 2)","('시원하다', 2)","('행복하세요', 2)","('따뜻하고', 1)","('이런건', 1)","('불편하다고', 1)","('있음', 1)","('있어용', 3)","('곤란해하다가', 1)","('건강하게', 2)","('신기하네요', 2)","('다난한', 2)","('귀엽지', 1)","('장하다', 3)",,"('좋게', 2)","('길다니는', 1)","('부럽다', 2)","('있길', 1)","('엄청난', 1)","('없이는', 2)","('건조해진', 2)","('그래요', 2)","('죄송합니다', 2)","('비싸게', 1)",,"('안좋으시고', 1)",,"('당했던것을', 1)",,
"('슬픈데', 1)","('당연히', 3)","('신나서', 1)","('더러운', 1)","('미안하지만', 1)",,"('아기자기한', 2)","('빵터졌어요', 1)",,,"('좋아하면', 1)","('마러', 2)","('필요없고', 2)","('아프', 2)","('몽글몽글하고', 1)","('좋아하실거', 1)","('다른데', 1)","('멋지십니다', 1)","('가능한', 3)","('작은', 1)","('재미있는', 2)","('있다는거죠', 2)","('있어서요', 2)","('행복하면', 1)","('없어야', 3)",,"('행복하네요', 2)","('무서울수도', 1)","('길고', 2)","('이뻐요', 1)","('좋았을텐데', 1)","('어렵습니다', 2)","('계시는', 2)","('아니라고', 2)","('같기도', 2)","('아님', 1)",,"('이럴거면', 1)",,"('유쾌하지', 1)",,
"('있을까', 1)","('깔끔하고', 3)","('반갑네요', 1)","('싫대', 1)","('뿐인것', 1)",,"('작게나마', 2)","('미쳐요', 1)",,,"('아니네요', 1)","('그럴거', 2)","('그러지', 2)","('반가', 2)","('좋아했는데', 1)","('있음', 1)","('그러더라', 1)","('있을께요', 1)","('반갑고', 3)","('재밌어여', 1)","('아름다울', 2)","('이쁘거든요', 2)","('잘생김을', 2)","('영원하세요', 1)","('그럴', 3)",,"('순수함만', 2)","('있는거', 1)","('소심하고', 2)","('있었잖아', 1)","('곧있으면', 1)","('심각한', 2)","('대견해', 2)","('어지간한', 2)","('있기에', 2)","('아니냐', 1)",,"('없고', 1)",,"('통쾌한데', 1)",,
"('진정한', 1)","('안되죠', 3)","('재미있으니까', 1)","('좋겠습니다', 1)","('그러더라도', 1)",,"('많아요', 2)","('안되죠', 1)",,,"('빨라요', 1)","('강하게', 2)","('고마워', 2)","('아무렇지도', 2)","('귀여', 1)","('좋겠네요', 1)","('그러는거람', 1)","('잘생겼', 1)","('예뻐요', 3)","('황당하지만', 1)","('미쳤네', 2)","('맛있겠거든요', 2)","('강해서', 2)","('맛있으니까', 1)","('작은', 3)",,"('부탁드려요', 2)","('답답하겠지만', 1)","('비참하다', 2)","('다른건', 1)","('있었다고', 1)","('아까운', 2)","('싫다', 1)","('궁금해진', 2)","('힘들지만', 2)","('있었던', 1)",,"('성실함의', 1)",,"('예쁘시네요', 1)",,
"('같구', 1)","('힘듬', 3)","('멋있어', 1)","('있는것', 1)","('좋아하자', 1)",,"('무리하지', 2)",,,,"('설레어하면서', 1)","('행복하길', 2)","('힘들어서', 2)","('급한', 2)","('어떻게나', 1)","('똑같네요', 1)","('그래도', 1)","('죄송해요', 1)","('있었으면', 3)","('유일하게', 1)","('귀여운', 2)","('행복해졌어요', 2)","('좋게', 2)","('있는거죠', 1)","('대단하신거', 3)",,"('신난나', 2)","('아니라면', 1)","('창피하고', 2)","('힘든데', 1)","('멋져요', 1)","('똑같은', 2)","('씩씩한', 1)","('헷갈려서', 2)","('담담하게', 2)","('가능할거라', 1)",,"('많은', 1)",,"('상관없이', 1)",,
"('어떠하다고', 1)","('작작해라', 3)","('성공한게', 1)","('자세히', 1)","('안될', 1)",,"('이뻐요', 2)",,,,"('없는데', 1)","('완전히', 2)","('많았다', 2)","('없었는데', 2)","('다양한', 1)","('없네', 1)","('장하네요', 1)","('무리하시면', 1)","('가득하길', 3)","('기특하다', 1)","('그래요', 2)","('미지근한', 2)","('있었져', 2)","('이런게', 1)","('있다는게', 3)",,"('있다는게', 2)","('나쁘지', 1)","('없을거', 2)","('힘들겠죠', 1)","('순해졌네', 1)","('드러운', 2)","('그리워서', 1)","('그러던데', 2)","('건강하고', 2)","('건강하시구', 1)",,"('꾸준하게', 1)",,"('행복하지', 1)",,
"('어떻길래', 1)","('잘생긴', 3)","('가능해야', 1)","('싫어요', 1)","('멋있어', 1)",,"('놀랬는데', 2)",,,,"('많았을까', 1)","('건강하지', 2)","('아니었어', 2)","('심해서', 2)","('이쁘고', 1)","('차분한', 1)","('아까워요', 1)","('안되요', 1)","('반가', 3)","('같군요', 1)","('예쁜', 2)","('있게', 2)","('하얀', 2)","('있는건', 1)","('이쁜데', 3)",,"('기쁘네요', 2)","('그러실', 1)","('나빠', 2)","('있으실텐데', 1)","('붉어져서', 1)","('부탁드려요', 2)","('죄송하다하며', 1)","('안녕하세요', 2)","('어느새', 2)","('재밌는', 1)",,"('좋을것', 1)",,"('많았어요', 1)",,
"('많아요', 1)","('부럽다', 3)","('성공하는게', 1)","('비슷해서', 1)","('완벽하게하네', 1)",,"('같았나요', 2)",,,,"('설렘이', 1)","('깊은', 2)","('생생하게', 2)","('없어도', 2)","('안됬지만', 1)","('잔잔하게', 1)","('알차게', 1)","('행복하게', 1)","('부탁드려요', 3)","('정확하지가', 1)","('똑같네', 2)","('좋아하하는', 2)","('잔잔한', 2)","('끊임없이', 1)","('이뻐', 3)",,"('같아서', 2)","('아니에요', 1)","('끔찍함', 2)","('많아서', 1)","('멋있네요', 1)","('신기하고', 2)","('서운해요', 1)","('반갑', 2)","('슬프네요', 2)","('안되지', 1)",,"('좋아서', 1)",,"('변할', 1)",,
"('웬만하면', 1)","('지긋지긋한', 3)","('신기했는데', 1)","('헷갈리고', 1)","('남다르군', 1)",,"('아니신', 2)",,,,"('흔히', 1)","('충분히', 2)","('없어서', 2)","('후회된다', 2)","('완벽합니다', 1)","('좋으네요', 1)","('짜증나', 1)","('충분했습니다', 1)","('같다는', 3)","('어려운데요', 1)","('괴로워하지', 2)","('같으셔요', 2)","('따뜻함과', 2)","('좋겠다', 1)","('행복하자', 3)",,"('안녕하세요', 2)","('남다르기', 1)","('끔찍해', 2)","('그럴수도', 1)","('빨간게', 1)","('낯설다', 2)","('미친', 1)","('없겠지만', 2)","('아니였단', 2)","('중요하지', 1)",,"('재미있긴한데', 1)",,"('같은거잖아', 1)",,
