사는 게 이게 모양?!,빨간 고백,위닝샷!,집순이에 대하여,자작 보드게임 동아리,500원 토끼,솔의 일기,이래봬도2학년,대공녀는 거기에 없었다,범고래아가씨,"77년생, 열아홉",두남자일기,여기서 한잔할래?,좋아하는거 참으면 병나요!,딴 짓이 제일 재밌어,스토커의 하루,띵동! 도토리에요,마이데이,판타지 TV,만월에 핀 연꽃,전지적덕후시점,너와 나의 하늘색,너와 가까워지는 거리,어둠의 일상툰,하이스쿨 콤플렉스(마이동풍),함께 할 때까지,이세계 국밥 마스터,우당탕 입큰이,좀비랜드,내 매력에 퐁당,나타나주세요!,하루의 하늘,한 뼘 공포집,해피하우스,살인교사,템플러,직업 : 며느리,"뼈와 재, 불의 이야기",남편 먹는 여자,너와 나의 몰디브,체리 블러드,모두의 미아씨,158동 진상부부,공원여행,살인범과 산다,애포칼립스,미신반신,의대생 하루,하나리즈,식봉툰,국밥소녀
,,,"('망해', 1)","('좋을것', 1)",,,,"('안되는디', 1)",,,,"('빨간', 1)",,,,,"('시급해여', 1)","('있을수도', 1)","('그렇지', 1)","('그런말하는게', 1)",,"('완벽했는데', 1)",,,,,,,,"('귀여워요', 1)",,,,,,"('영원하길', 2)",,,,,,,,,,,,,,
,,,"('다르지만', 1)","('같지', 1)",,,,"('많으십니다', 1)",,,,"('싫고', 1)",,,,,"('그러', 1)","('없으니깐', 1)","('어떨진', 1)","('쓸데없는걸', 1)",,"('없잖아요', 1)",,,,,,,,"('완벽한데', 1)",,,,,,"('좋아할지', 2)",,,,,,,,,,,,,,
,,,"('짧습니다', 1)","('안녕하세요', 1)",,,,"('딱한데', 1)",,,,"('없더라고요', 1)",,,,,"('짜증나는데', 1)","('있겠지', 1)","('친한', 1)","('있겠지만', 1)",,"('뿌듯해', 1)",,,,,,,,"('재미있어졌어요', 1)",,,,,,"('재밌을', 2)",,,,,,,,,,,,,,
,,,"('힘드신', 1)","('있었다는', 1)",,,,"('없나', 1)",,,,"('보배로워요', 1)",,,,,"('심하게', 1)","('싫어한다', 1)","('같던데', 1)","('유일한', 1)",,"('아니었어', 1)",,,,,,,,"('아니라니', 1)",,,,,,"('재밌네요', 2)",,,,,,,,,,,,,,
,,,"('상당하지만', 1)","('안타깝네요', 1)",,,,"('불공평해', 1)",,,,"('직하네요', 1)",,,,,"('다를', 1)","('있을수는', 1)","('그래도', 1)","('중요하고', 1)",,"('필요하다', 1)",,,,,,,,"('같음', 1)",,,,,,"('이뻐요', 2)",,,,,,,,,,,,,,
,,,"('눈부셔요', 1)","('특별하고', 1)",,,,"('망해라', 1)",,,,"('기뻐요', 1)",,,,,"('짧아도', 1)","('귀여운거', 1)","('아픈', 1)","('쓸데없다고', 1)",,"('나쁘네', 1)",,,,,,,,"('많네', 1)",,,,,,"('입주하기', 2)",,,,,,,,,,,,,,
,,,"('시린', 1)","('적절한', 1)",,,,"('사랑스러운', 1)",,,,"('그리웠습니다', 1)",,,,,"('짧았다고', 1)","('아니냐구', 1)","('망할', 1)","('적당히', 1)",,"('착하다고', 1)",,,,,,,,"('변해', 1)",,,,,,"('입주', 2)",,,,,,,,,,,,,,
,,,"('비싼', 1)","('크나큰', 1)",,,,"('이쁘다고', 1)",,,,"('힘드시다면', 1)",,,,,"('있나', 1)","('많당', 1)","('뻔하네요', 1)","('좋더라', 1)",,"('착한거야', 1)",,,,,,,,"('재밌군', 1)",,,,,,"('있더라고요', 2)",,,,,,,,,,,,,,
,,,"('비싸요', 1)","('좋겠어요', 1)",,,,"('잘생겼지', 1)",,,,"('괜찮아요', 1)",,,,,"('죄송한데', 1)","('재밌고', 1)","('비슷한거', 1)","('부럽더라구요', 1)",,"('나쁜거야', 1)",,,,,,,,"('특별해지는', 1)",,,,,,"('많아도', 1)",,,,,,,,,,,,,,
,,,"('안좋아', 1)","('비슷한', 1)",,,,"('이쁜거', 1)",,,,"('쎄시면', 1)",,,,,"('심하긴', 1)","('자리수는', 1)","('있을께', 1)","('좋아할', 1)",,"('착한거', 1)",,,,,,,,"('화하자', 1)",,,,,,"('어렵더라구요', 1)",,,,,,,,,,,,,,
,,,"('몽글몽글하고', 1)","('추하다고', 1)",,,,"('아니었어', 1)",,,,"('따뜻해요', 1)",,,,,"('아닌가요', 1)","('귀여워요', 1)","('어떡하', 1)","('멋있지', 1)",,"('맛있는데', 1)",,,,,,,,"('그러니깐', 1)",,,,,,"('기대합니다', 1)",,,,,,,,,,,,,,
,,,"('깔끔하고', 1)","('아름다워서', 1)",,,,"('예쁜거랑', 1)",,,,"('아니시고', 1)",,,,,"('심했단', 1)","('그런게', 1)","('많아요', 1)","('미칠', 1)",,"('빨개지는거', 1)",,,,,,,,"('비슷한거네', 1)",,,,,,"('재밌', 1)",,,,,,,,,,,,,,
,,,"('안되나요', 1)","('좋겠음', 1)",,,,"('저급해', 1)",,,,"('좋아한다고', 1)",,,,,"('아니고요', 1)","('그랬냐', 1)","('야할듯', 1)","('멋있', 1)",,"('미칩니다', 1)",,,,,,,,"('탄탄해져서', 1)",,,,,,"('어이없네요', 1)",,,,,,,,,,,,,,
,,,"('비쌉니다', 1)","('뻣뻣한데', 1)",,,,"('재미있어요', 1)",,,,"('같네여', 1)",,,,,"('시원하다', 1)","('아닐', 1)","('없어어어', 1)","('없는데내', 1)",,"('노란', 1)",,,,,,,,"('같다면', 1)",,,,,,"('진지할', 1)",,,,,,,,,,,,,,
,,,"('작아서', 1)","('싫은건', 1)",,,,"('짜증나는', 1)",,,,"('어이없는게', 1)",,,,,"('아니냐', 1)","('미쳤냐', 1)","('자세하게', 1)","('중요한가', 1)",,"('없지만', 1)",,,,,,,,"('이상할게', 1)",,,,,,"('계신것', 1)",,,,,,,,,,,,,,
,,,"('아팠겟어요', 1)",,,,,"('어때서', 1)",,,,"('아니였음', 1)",,,,,"('뻔하게', 1)","('한심하', 1)","('없다만', 1)","('중요하지', 1)",,"('어색하다', 1)",,,,,,,,"('이럴수가', 1)",,,,,,"('멋져', 1)",,,,,,,,,,,,,,
,,,"('편함', 1)",,,,,"('그만하고', 1)",,,,"('멋있어요', 1)",,,,,"('있잖아요', 1)","('있는거였어', 1)","('재밌었지만', 1)","('건전한', 1)",,"('부러워', 1)",,,,,,,,"('불쌍한', 1)",,,,,,"('역지', 1)",,,,,,,,,,,,,,
,,,"('불편해서', 1)",,,,,"('없어도', 1)",,,,"('없을까', 1)",,,,,"('억울하면', 1)","('싫어하세요', 1)","('탄탄해졌네요', 1)","('엄연한', 1)",,"('그래놓고', 1)",,,,,,,,"('시원시원해졌어여', 1)",,,,,,"('새로운', 1)",,,,,,,,,,,,,,
,,,"('불편합니다', 1)",,,,,"('그만해라', 1)",,,,"('반갑네요', 1)",,,,,"('시끄러워요', 1)","('쏠쏠해', 1)","('많으', 1)","('멋지다', 1)",,"('짠해지네', 1)",,,,,,,,"('이런거', 1)",,,,,,"('미치거', 1)",,,,,,,,,,,,,,
,,,"('건강합니당', 1)",,,,,"('인해', 1)",,,,"('만족하고', 1)",,,,,"('그래놓고선', 1)","('지겨웠나', 1)","('없음', 1)","('부족해서', 1)",,"('행복하다', 1)",,,,,,,,"('아닌가싶어요', 1)",,,,,,"('알차게', 1)",,,,,,,,,,,,,,
,,,"('있을걸', 1)",,,,,"('어떠', 1)",,,,"('좋지만', 1)",,,,,"('반하는', 1)","('귀엽구만', 1)","('싫테의', 1)","('그런거', 1)",,"('급함', 1)",,,,,,,,"('있었던게', 1)",,,,,,"('멋지다', 1)",,,,,,,,,,,,,,
,,,"('깔끔해지신', 1)",,,,,"('안되는데', 1)",,,,"('뿐이네요', 1)",,,,,"('유일하게', 1)","('귀엽군요', 1)","('그만해', 1)","('아닐까', 1)",,"('부드러운', 1)",,,,,,,,"('재밌었어요', 1)",,,,,,"('저렇게라도', 1)",,,,,,,,,,,,,,
,,,"('같아용', 1)",,,,,"('이쁨', 1)",,,,"('신기하네요', 1)",,,,,"('상관없고', 1)","('멋있다', 1)","('안쓰럽다', 1)","('불편하게', 1)",,"('좋아하는데', 1)",,,,,,,,"('재밌다아', 1)",,,,,,"('착하다', 1)",,,,,,,,,,,,,,
,,,"('꾸준히', 1)",,,,,"('착한', 1)",,,,"('맛있죠', 1)",,,,,"('없는건', 1)","('착합니다', 1)","('아니신', 1)","('있는건데', 1)",,"('좋아하게', 1)",,,,,,,,"('같구먼', 1)",,,,,,"('거지같은', 1)",,,,,,,,,,,,,,
,,,"('많으면', 1)",,,,,"('힘들게', 1)",,,,,,,,,"('낭비하는거도', 1)","('살벌해서', 1)","('아프네요', 1)","('그런다고', 1)",,"('유명해지면', 1)",,,,,,,,"('비슷하면서', 1)",,,,,,"('없다는', 1)",,,,,,,,,,,,,,
,,,"('좋다는', 1)",,,,,"('변하기로', 1)",,,,,,,,,"('좋나', 1)","('기대할게요', 1)","('있었던', 1)","('쓸모없는', 1)",,"('빠르게', 1)",,,,,,,,"('다르', 1)",,,,,,"('잘난', 1)",,,,,,,,,,,,,,
,,,"('부럽다는', 1)",,,,,"('있군요', 1)",,,,,,,,,"('좋으면', 1)","('가뿐하게', 1)","('있었는데', 1)","('없더라도', 1)",,"('조았을텐데', 1)",,,,,,,,"('없어', 1)",,,,,,"('있다는거', 1)",,,,,,,,,,,,,,
,,,"('비쌈', 1)",,,,,"('끊임없이', 1)",,,,,,,,,"('괜찮아', 1)","('착할', 1)","('따뜻하게', 1)","('힘들', 1)",,"('부끄러워', 1)",,,,,,,,"('있었', 1)",,,,,,"('힘든데', 1)",,,,,,,,,,,,,,
,,,"('아프지', 1)",,,,,"('부러워하고', 1)",,,,,,,,,"('싫어지냐', 1)","('있는건', 1)","('쓸데없는', 1)","('있도록', 1)",,"('없겠', 1)",,,,,,,,"('입니다만', 1)",,,,,,"('간절해졌음', 1)",,,,,,,,,,,,,,
,,,"('어지럽고', 1)",,,,,"('흔하게', 1)",,,,,,,,,"('그런다', 1)","('아니냐고요', 1)","('괴롭게', 1)","('만족하려고요', 1)",,"('재미있는', 1)",,,,,,,,"('청순해', 1)",,,,,,"('궁금함', 1)",,,,,,,,,,,,,,
,,,"('없으세요', 1)",,,,,"('행복했음', 1)",,,,,,,,,"('필요없으니까', 1)","('좋아하는', 1)","('부족했냐', 1)","('고상한거고', 1)",,"('없어서', 1)",,,,,,,,"('완벽해졌네요', 1)",,,,,,"('아슬아슬한', 1)",,,,,,,,,,,,,,
,,,"('흔한', 1)",,,,,"('이쁜데', 1)",,,,,,,,,"('슬플', 1)","('다를게', 1)","('새로', 1)","('쓸데없는', 1)",,"('좋네요', 1)",,,,,,,,"('이뻐지시고', 1)",,,,,,"('야하는거', 1)",,,,,,,,,,,,,,
,,,"('없구요', 1)",,,,,"('좋으면', 1)",,,,,,,,,"('짜증나네', 1)","('없구만', 1)","('슬픈', 1)","('없죠', 1)",,"('죄송해여', 1)",,,,,,,,"('시원시원해지고', 1)",,,,,,"('안타깝지만', 1)",,,,,,,,,,,,,,
,,,"('있긴', 1)",,,,,"('그러고', 1)",,,,,,,,,"('이쁘다', 1)","('약한거', 1)","('있을줄', 1)","('오래된', 1)",,"('따뜻해져', 1)",,,,,,,,"('재밌어졌어', 1)",,,,,,"('당해서는', 1)",,,,,,,,,,,,,,
,,,"('안좋아요', 1)",,,,,"('그러는', 1)",,,,,,,,,"('후련하네', 1)","('완벽해지네요', 1)","('힘드네', 1)","('은은하게', 1)",,"('좋아한데에', 1)",,,,,,,,"('귀엽잖', 1)",,,,,,"('안된다는', 1)",,,,,,,,,,,,,,
,,,"('똑같', 1)",,,,,"('잘난지', 1)",,,,,,,,,"('기뻐요', 1)","('있는걸', 1)","('불쌍하잖아요', 1)","('많아서', 1)",,"('잘생겨', 1)",,,,,,,,"('재미없으면', 1)",,,,,,"('없네요', 1)",,,,,,,,,,,,,,
,,,"('편하거', 1)",,,,,"('없음', 1)",,,,,,,,,"('입니당', 1)","('재밌는게', 1)","('없나', 1)","('귀여', 1)",,"('원한다', 1)",,,,,,,,"('재밌으면', 1)",,,,,,"('무서운데', 1)",,,,,,,,,,,,,,
,,,"('사랑스러운', 1)",,,,,"('괜찮았고', 1)",,,,,,,,,"('재미있는걸', 1)","('대단해', 1)","('싫테구나', 1)","('애매하게', 1)",,"('설렐', 1)",,,,,,,,"('대단해요', 1)",,,,,,"('궁금하고', 1)",,,,,,,,,,,,,,
,,,,,,,,"('괜찮냐', 1)",,,,,,,,,"('귀여워', 1)","('안타까웠음', 1)","('없는게', 1)","('어색해서', 1)",,"('힘들어졌으니', 1)",,,,,,,,"('매끄러워지고', 1)",,,,,,"('확실히', 1)",,,,,,,,,,,,,,
,,,,,,,,"('재밌는', 1)",,,,,,,,,"('괜찮아요', 1)","('행복한', 1)","('있었길', 1)","('괜찮은데', 1)",,"('어때', 1)",,,,,,,,"('마라', 1)",,,,,,"('힘들어서', 1)",,,,,,,,,,,,,,
,,,,,,,,"('우울한', 1)",,,,,,,,,,"('아쉽', 1)","('이뿌네', 1)","('저렇지', 1)",,"('몽글몽글한', 1)",,,,,,,,"('미쳤', 1)",,,,,,"('옳다는데', 1)",,,,,,,,,,,,,,
,,,,,,,,"('재밌는데요', 1)",,,,,,,,,,"('유일한', 1)","('있었습니다', 1)","('있었거든요', 1)",,"('성공하는', 1)",,,,,,,,"('비슷한거', 1)",,,,,,"('안타깝더라', 1)",,,,,,,,,,,,,,
,,,,,,,,"('깊게', 1)",,,,,,,,,,"('싫테하신', 1)","('속상할듯', 1)","('다를지도', 1)",,"('없기', 1)",,,,,,,,"('시원시원한', 1)",,,,,,"('더라고요', 1)",,,,,,,,,,,,,,
,,,,,,,,"('여전히', 1)",,,,,,,,,,"('멋지다', 1)",,"('궁금하다', 1)",,"('빠르', 1)",,,,,,,,"('있는거고', 1)",,,,,,"('적절하다는', 1)",,,,,,,,,,,,,,
,,,,,,,,"('심하겠다', 1)",,,,,,,,,,"('없는거야', 1)",,"('남다르시군요', 1)",,"('당히히', 1)",,,,,,,,"('쎄한데', 1)",,,,,,"('옳다', 1)",,,,,,,,,,,,,,
,,,,,,,,"('행복해야혀', 1)",,,,,,,,,,"('현명한', 1)",,"('부러워하겠네요', 1)",,"('선명해지고', 1)",,,,,,,,"('없다구', 1)",,,,,,"('있었거든요', 1)",,,,,,,,,,,,,,
,,,,,,,,"('이쁜듯', 1)",,,,,,,,,,"('싫테하고', 1)",,"('부럽습니다', 1)",,"('재밌음', 1)",,,,,,,,"('없지만', 1)",,,,,,"('날카로웠어요', 1)",,,,,,,,,,,,,,
,,,,,,,,"('힘들겠다', 1)",,,,,,,,,,"('재밌어요', 1)",,"('부럽', 1)",,"('너무하시네', 1)",,,,,,,,"('길어', 1)",,,,,,"('없었다는', 1)",,,,,,,,,,,,,,
,,,,,,,,"('불쌍한거', 1)",,,,,,,,,,"('안녕히가세', 1)",,"('부러워', 1)",,"('좋아하던', 1)",,,,,,,,"('딱인데', 1)",,,,,,"('없으면요', 1)",,,,,,,,,,,,,,
,,,,,,,,"('아니냐', 1)",,,,,,,,,,"('빨간', 1)",,"('미쳤다', 1)",,"('기쁘고', 1)",,,,,,,,"('저래', 1)",,,,,,"('멋있는', 1)",,,,,,,,,,,,,,
,,,,,,,,"('엄청나시네', 1)",,,,,,,,,,"('대단하군', 1)",,"('많아야', 1)",,"('괜찮다', 1)",,,,,,,,"('재밌을것', 1)",,,,,,"('있는거니', 1)",,,,,,,,,,,,,,
,,,,,,,,"('돈독해', 1)",,,,,,,,,,"('역겹다', 1)",,"('소홀해진다', 1)",,"('드러가', 1)",,,,,,,,"('같나', 1)",,,,,,"('나쁘기만', 1)",,,,,,,,,,,,,,
,,,,,,,,"('그런거였다면', 1)",,,,,,,,,,,,"('있다고', 1)",,"('꼬이거', 1)",,,,,,,,"('적당히', 1)",,,,,,"('있고요', 1)",,,,,,,,,,,,,,
,,,,,,,,"('암울한', 1)",,,,,,,,,,,,"('있거든', 1)",,"('좋아하고난', 1)",,,,,,,,"('빠른데', 1)",,,,,,"('안되는것은', 1)",,,,,,,,,,,,,,
,,,,,,,,"('없네', 1)",,,,,,,,,,,,"('신기한게', 1)",,"('좋아하는걸', 1)",,,,,,,,"('중요한건', 1)",,,,,,"('있겠죠', 1)",,,,,,,,,,,,,,
,,,,,,,,"('필요없어요', 1)",,,,,,,,,,,,"('싫어함우리', 1)",,"('아닙니까', 1)",,,,,,,,"('없잖아', 1)",,,,,,"('궁금하네요', 1)",,,,,,,,,,,,,,
,,,,,,,,"('아닌가', 1)",,,,,,,,,,,,"('그럴지도', 1)",,"('짜증나네야안사', 1)",,,,,,,,"('좋아하면서', 1)",,,,,,"('궁금합니당', 1)",,,,,,,,,,,,,,
,,,,,,,,"('불쌍하잖', 1)",,,,,,,,,,,,"('있는거', 1)",,"('그리웠어요', 1)",,,,,,,,"('이랬는데도', 1)",,,,,,"('대단해요', 1)",,,,,,,,,,,,,,
,,,,,,,,"('불쌍하고', 1)",,,,,,,,,,,,"('무겁고', 1)",,"('좋아서', 1)",,,,,,,,"('괜찮았을', 1)",,,,,,"('그러기', 1)",,,,,,,,,,,,,,
,,,,,,,,"('불쌍하냐', 1)",,,,,,,,,,,,"('진지하게', 1)",,"('좋았어요', 1)",,,,,,,,"('아쉬워요', 1)",,,,,,"('싫다는', 1)",,,,,,,,,,,,,,
,,,,,,,,"('재밌네', 1)",,,,,,,,,,,,"('그러는', 1)",,"('귀엽당', 1)",,,,,,,,"('귀엽잖아', 1)",,,,,,"('괴로운거', 1)",,,,,,,,,,,,,,
,,,,,,,,"('어떡하', 1)",,,,,,,,,,,,"('가볍고', 1)",,"('고통스러워', 1)",,,,,,,,"('예뻐요', 1)",,,,,,"('그러는', 1)",,,,,,,,,,,,,,
,,,,,,,,"('있단', 1)",,,,,,,,,,,,"('편안하게', 1)",,"('이쁘다', 1)",,,,,,,,"('좋군요', 1)",,,,,,"('그러더라고요', 1)",,,,,,,,,,,,,,
,,,,,,,,"('실성한', 1)",,,,,,,,,,,,"('좋을텐데', 1)",,"('재밌다', 1)",,,,,,,,"('이쁘당', 1)",,,,,,"('친하니까', 1)",,,,,,,,,,,,,,
,,,,,,,,"('짧으면', 1)",,,,,,,,,,,,"('좋아하겠다는', 1)",,"('충분하다구요', 1)",,,,,,,,"('필요해요', 1)",,,,,,"('없다고요', 1)",,,,,,,,,,,,,,
,,,,,,,,"('당하는', 1)",,,,,,,,,,,,"('없잖아요', 1)",,"('이쁘고', 1)",,,,,,,,"('있어지고', 1)",,,,,,"('좋았어요', 1)",,,,,,,,,,,,,,
,,,,,,,,"('독하다는', 1)",,,,,,,,,,,,"('많고', 1)",,"('없기예요', 1)",,,,,,,,"('힘든', 1)",,,,,,"('이런거', 1)",,,,,,,,,,,,,,
,,,,,,,,"('힘들까', 1)",,,,,,,,,,,,"('어려워요', 1)",,"('없었던것', 1)",,,,,,,,"('아쉽', 1)",,,,,,"('좋지도', 1)",,,,,,,,,,,,,,
,,,,,,,,"('대단한것도', 1)",,,,,,,,,,,,"('반갑네요', 1)",,"('많으시네요', 1)",,,,,,,,"('좋았는데', 1)",,,,,,"('싫지도', 1)",,,,,,,,,,,,,,
,,,,,,,,"('길어주세요', 1)",,,,,,,,,,,,"('좋아하게', 1)",,"('재밌는것', 1)",,,,,,,,"('잘생겼습니다', 1)",,,,,,"('서운하게', 1)",,,,,,,,,,,,,,
,,,,,,,,"('실성할것', 1)",,,,,,,,,,,,"('힘든데', 1)",,"('같았으면', 1)",,,,,,,,"('이쁩니다', 1)",,,,,,"('있다가도', 1)",,,,,,,,,,,,,,
,,,,,,,,"('좋아할', 1)",,,,,,,,,,,,"('어떻겠어요', 1)",,"('멋지다', 1)",,,,,,,,"('없나요', 1)",,,,,,"('짠하기도', 1)",,,,,,,,,,,,,,
,,,,,,,,"('괜찮아', 1)",,,,,,,,,,,,"('아님을', 1)",,"('불편하네요', 1)",,,,,,,,"('아쉽다', 1)",,,,,,"('없지', 1)",,,,,,,,,,,,,,
,,,,,,,,"('안됬', 1)",,,,,,,,,,,,"('많은', 1)",,"('불쾌하다고', 1)",,,,,,,,"('재미있을꺼', 1)",,,,,,"('속상해', 1)",,,,,,,,,,,,,,
,,,,,,,,"('아니라는', 1)",,,,,,,,,,,,"('좋겠고요', 1)",,"('안될까', 1)",,,,,,,,"('좋으시고', 1)",,,,,,"('좋았는데', 1)",,,,,,,,,,,,,,
,,,,,,,,"('재미있다고요', 1)",,,,,,,,,,,,"('있으시지', 1)",,"('좋다고', 1)",,,,,,,,"('심하게', 1)",,,,,,"('많은거', 1)",,,,,,,,,,,,,,
,,,,,,,,"('아닌데요', 1)",,,,,,,,,,,,"('그렇더라구요', 1)",,"('이럴수가', 1)",,,,,,,,"('무리오잖아요', 1)",,,,,,"('신기하기도', 1)",,,,,,,,,,,,,,
,,,,,,,,"('좋죠', 1)",,,,,,,,,,,,"('반가워요', 1)",,"('미치기', 1)",,,,,,,,"('많어', 1)",,,,,,"('시원하게', 1)",,,,,,,,,,,,,,
,,,,,,,,"('무서운', 1)",,,,,,,,,,,,"('많을수록', 1)",,"('불쾌하네요', 1)",,,,,,,,"('야한다', 1)",,,,,,"('힘들겠다', 1)",,,,,,,,,,,,,,
,,,,,,,,"('재밌나고', 1)",,,,,,,,,,,,"('원하는데로', 1)",,"('좋으니', 1)",,,,,,,,"('이런게', 1)",,,,,,"('있음', 1)",,,,,,,,,,,,,,
,,,,,,,,"('재밌냐고', 1)",,,,,,,,,,,,"('괜찮은', 1)",,"('싫어하죠', 1)",,,,,,,,"('같으신', 1)",,,,,,"('아니래도', 1)",,,,,,,,,,,,,,
,,,,,,,,"('역겨워서', 1)",,,,,,,,,,,,"('없네요', 1)",,"('좋아하', 1)",,,,,,,,"('없을거', 1)",,,,,,"('있거든요', 1)",,,,,,,,,,,,,,
,,,,,,,,"('싫어지네', 1)",,,,,,,,,,,,"('힘들지만', 1)",,"('미었요', 1)",,,,,,,,"('같으니까', 1)",,,,,,"('부은', 1)",,,,,,,,,,,,,,
,,,,,,,,"('아니겠지요', 1)",,,,,,,,,,,,"('미랍니까', 1)",,"('없다는거', 1)",,,,,,,,"('재밌잖아', 1)",,,,,,"('당연한', 1)",,,,,,,,,,,,,,
,,,,,,,,"('있는거지', 1)",,,,,,,,,,,,"('아님서', 1)",,"('편하게', 1)",,,,,,,,"('의심스러운디', 1)",,,,,,"('안타까운', 1)",,,,,,,,,,,,,,
,,,,,,,,"('행복해라', 1)",,,,,,,,,,,,"('안좋다는건', 1)",,"('빨개진다', 1)",,,,,,,,"('무시무시한', 1)",,,,,,"('적당한', 1)",,,,,,,,,,,,,,
,,,,,,,,"('성함다', 1)",,,,,,,,,,,,"('나쁜', 1)",,"('이런아', 1)",,,,,,,,"('재밌다고', 1)",,,,,,"('좋으실것', 1)",,,,,,,,,,,,,,
,,,,,,,,"('궁금하네요', 1)",,,,,,,,,,,,"('좋겠습니다', 1)",,"('짜증나', 1)",,,,,,,,"('왠만한', 1)",,,,,,"('안되서', 1)",,,,,,,,,,,,,,
,,,,,,,,"('바쁜데', 1)",,,,,,,,,,,,"('좋아하지만', 1)",,"('맛있어', 1)",,,,,,,,"('재밌지', 1)",,,,,,"('똑같네요', 1)",,,,,,,,,,,,,,
,,,,,,,,"('부탁드려요', 1)",,,,,,,,,,,,"('싫어하겠죠', 1)",,"('좋네', 1)",,,,,,,,"('안된', 1)",,,,,,"('이렇지', 1)",,,,,,,,,,,,,,
,,,,,,,,"('평범한', 1)",,,,,,,,,,,,"('좋아해야', 1)",,"('예뻐요', 1)",,,,,,,,"('부족하지', 1)",,,,,,"('있지도', 1)",,,,,,,,,,,,,,
,,,,,,,,"('망했네요', 1)",,,,,,,,,,,,"('안좋아서', 1)",,"('심쿵하게', 1)",,,,,,,,"('없으신', 1)",,,,,,"('중요한데', 1)",,,,,,,,,,,,,,
,,,,,,,,"('망하고', 1)",,,,,,,,,,,,"('그런지', 1)",,"('없자나', 1)",,,,,,,,"('재밌구만', 1)",,,,,,"('미치는', 1)",,,,,,,,,,,,,,
,,,,,,,,"('불탄거', 1)",,,,,,,,,,,,"('힘들었었는데', 1)",,,,,,,,,,"('재미있나', 1)",,,,,,"('다르지', 1)",,,,,,,,,,,,,,
,,,,,,,,"('있었는데요', 1)",,,,,,,,,,,,"('힘들더라고요', 1)",,,,,,,,,,"('미친거아니에요', 1)",,,,,,"('중요하지만', 1)",,,,,,,,,,,,,,
,,,,,,,,"('있었기에', 1)",,,,,,,,,,,,"('그러게요', 1)",,,,,,,,,,"('재밌는거', 1)",,,,,,"('야한다는', 1)",,,,,,,,,,,,,,
,,,,,,,,"('언짢은', 1)",,,,,,,,,,,,"('좋으면', 1)",,,,,,,,,,"('분명히', 1)",,,,,,"('두려워', 1)",,,,,,,,,,,,,,
,,,,,,,,"('재밌음', 1)",,,,,,,,,,,,"('싫어요', 1)",,,,,,,,,,"('이상하게', 1)",,,,,,"('힘드셨을', 1)",,,,,,,,,,,,,,
,,,,,,,,"('깊은', 1)",,,,,,,,,,,,"('행복하자고', 1)",,,,,,,,,,"('아닌가요', 1)",,,,,,"('없으셨는지', 1)",,,,,,,,,,,,,,
,,,,,,,,"('좀해', 1)",,,,,,,,,,,,"('이상한거죠', 1)",,,,,,,,,,"('빵터졌어', 1)",,,,,,"('솔직한', 1)",,,,,,,,,,,,,,
,,,,,,,,"('있었던거고', 1)",,,,,,,,,,,,"('애매한데', 1)",,,,,,,,,,"('궁금하다', 1)",,,,,,"('잘맞거나', 1)",,,,,,,,,,,,,,
,,,,,,,,"('없을듯', 1)",,,,,,,,,,,,"('빡쳐서', 1)",,,,,,,,,,"('고분고분하게', 1)",,,,,,"('있지요', 1)",,,,,,,,,,,,,,
,,,,,,,,"('그만하시죠', 1)",,,,,,,,,,,,"('심심해서', 1)",,,,,,,,,,"('싸하다', 1)",,,,,,"('가깝게', 1)",,,,,,,,,,,,,,
,,,,,,,,"('좋게', 1)",,,,,,,,,,,,"('좋아하기', 1)",,,,,,,,,,"('탄탄해', 1)",,,,,,"('많기는', 1)",,,,,,,,,,,,,,
,,,,,,,,"('안좋은', 1)",,,,,,,,,,,,"('입니다만', 1)",,,,,,,,,,,,,,,,"('나쁘다는', 1)",,,,,,,,,,,,,,
,,,,,,,,"('아니겠지', 1)",,,,,,,,,,,,"('있지', 1)",,,,,,,,,,,,,,,,"('아니였고', 1)",,,,,,,,,,,,,,
,,,,,,,,"('있었나', 1)",,,,,,,,,,,,"('아니지만', 1)",,,,,,,,,,,,,,,,"('아닌건', 1)",,,,,,,,,,,,,,
,,,,,,,,"('그랬어', 1)",,,,,,,,,,,,"('소홀하지', 1)",,,,,,,,,,,,,,,,"('쎄게', 1)",,,,,,,,,,,,,,
,,,,,,,,"('같음', 1)",,,,,,,,,,,,"('풍족한', 1)",,,,,,,,,,,,,,,,"('부탁드려요', 1)",,,,,,,,,,,,,,
,,,,,,,,"('아름답고', 1)",,,,,,,,,,,,"('안좋은데', 1)",,,,,,,,,,,,,,,,"('대단하네요', 1)",,,,,,,,,,,,,,
,,,,,,,,"('이쁘고', 1)",,,,,,,,,,,,"('무서운데', 1)",,,,,,,,,,,,,,,,"('성숙하고', 1)",,,,,,,,,,,,,,
,,,,,,,,"('없에', 1)",,,,,,,,,,,,"('추한', 1)",,,,,,,,,,,,,,,,"('좋을지', 1)",,,,,,,,,,,,,,
,,,,,,,,"('찡해지는게', 1)",,,,,,,,,,,,"('귀여워', 1)",,,,,,,,,,,,,,,,"('있나', 1)",,,,,,,,,,,,,,
,,,,,,,,"('행복해지겠죠', 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"('없긴하죠', 1)",,,,,,,,,,,,,,
